Participant ID,Shape,Color,Reaction Time (ms),Error
7,arrow,yellow,385,0
7,arrow,orange,327,0
7,square,yellow,,0
7,square,yellow,,0
7,arrow,red,311,0
7,X,yellow,,0
7,arrow,yellow,392,0
7,minus,orange,,0
7,triangle,orange,322,1
7,square,red,,0
7,arrow,blue,361,0
7,X,blue,,0
7,triangle,red,,0
7,circle,blue,,0
7,circle,green,,0
7,arrow,yellow,405,0
7,arrow,green,449,0
7,arrow,yellow,394,0
7,arrow,yellow,413,0
7,arrow,green,375,0
7,circle,blue,,0
7,arrow,red,390,0
7,triangle,red,371,1
7,arrow,orange,382,0
7,X,green,,0
7,X,blue,,0
7,arrow,blue,407,0
7,circle,red,,0
7,arrow,green,382,0
7,arrow,orange,403,0
7,arrow,orange,426,0
7,triangle,green,,0
7,circle,red,,0
7,arrow,red,503,0
7,circle,blue,,0
7,arrow,blue,319,0
7,square,green,,0
7,arrow,green,375,0
7,circle,yellow,,0
7,arrow,green,340,0
